Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Nourrisson;5260;U55;1915;1932;1932;1932;1;6;0;3;0;5;0;8262;1915;1930;1999;x
Pau;5261;U55;1902;1906;1909;1932;1;4;512;1;0;5;0;473;1902;1915;1999;x
Putz;5262;U55;1913;1914;1915;1932;1;5;0;2;0;5;0;7388;1913;1925;1999;x
Roques;5263;U55;1908;1913;1915;1932;1;5;0;2;0;5;0;7389;1908;1920;1999;x
Ruffey;5264;U55;1910;1912;1914;1932;1;5;4;2;0;5;0;474;1910;1928;1999;x
Sarrail;5265;U55;1911;1913;1914;1932;1;6;0;3;0;5;0;475;1911;1929;1999;x
Alby;5266;U55;1913;1915;1932;1932;2;6;0;3;0;5;0;7390;1913;1932;1999;x
Alix;5267;U55;1908;1913;1932;1932;2;5;0;2;0;5;0;476;1908;1920;1999;x
Balfourier;5268;U55;1908;1914;1932;1932;2;6;2;3;0;5;0;477;1908;1932;1999;x
Baret;5269;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;7391;1914;1917;1999;x
Baumgarten;5270;U55;1914;1915;1932;1932;2;4;0;1;0;5;0;7392;1914;1928;1999;x
Belin;5271;U55;1908;1915;1932;1932;2;6;0;3;0;5;0;478;1908;1932;1999;x
Berdoulat;5272;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;479;1914;1930;1999;x
Blondlat;5273;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;7392;1914;1932;1999;x
Boëlle;5274;U55;1909;1911;1932;1932;2;4;0;1;0;5;0;7393;1909;1932;1999;x
Bonneau;5275;U55;1907;1910;1932;1932;2;5;4;2;0;5;0;480;1907;1932;1999;x
Bridoux;5276;U55;1913;1914;1932;1932;2;5;512;2;0;5;0;7394;1913;1915;1999;x
Brochin;5277;U55;1910;1912;1932;1932;2;4;4;1;0;5;0;7395;1910;1932;1999;x
Brulard;5278;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;7396;1914;1932;1999;x
Caron;5279;U55;1917;1919;1932;1932;2;6;0;3;0;5;0;7397;1917;1932;1999;x
Chrétien;5280;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;7398;1915;1932;1999;x
Claret de la Touche;5281;U55;1914;1916;1932;1932;2;5;0;2;0;5;0;481;1914;1932;1999;x
Claudel;5282;U55;1915;1918;1932;1932;2;5;0;2;0;5;0;482;1915;1932;1999;x
Conneau;5283;U55;1913;1914;1932;1932;2;5;4;2;0;5;0;483;1913;1932;1999;x
Cordonnier;5284;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;484;1914;1932;1999;x
Corvisart;5285;U55;1915;1917;1932;1932;2;5;0;2;0;5;0;7399;1915;1932;1999;x
Coutanceau;5286;U55;1908;1916;1932;1932;2;5;0;2;0;5;0;7400;1908;1932;1999;x
Curé;5287;U55;1913;1915;1932;1932;2;5;0;2;0;5;0;7401;1913;1932;1999;x
d'Armau de Pouydraguin;5288;U55;1914;1917;1932;1932;2;6;0;3;0;5;0;485;1914;1932;1999;x
de Bazelaire;5289;U55;1908;1912;1932;1932;2;5;0;2;0;5;0;7402;1908;1932;1999;x
de Boissoudy;5290;U55;1908;1912;1932;1932;2;6;0;3;0;5;0;486;1908;1932;1999;x
de Cadoudal;5291;U55;1914;1917;1932;1932;2;5;0;2;0;5;0;7403;1914;1925;1999;x
de Castelli;5292;U55;1908;1914;1932;1932;2;4;4;1;0;5;0;7404;1908;1915;1999;x
de Grandmaison;5293;U55;1908;1912;1932;1932;2;5;4;2;0;5;0;7405;1908;1932;1999;x
de Lamaze;5294;U55;1908;1912;1932;1932;2;4;0;1;0;5;0;7406;1908;1932;1999;x
de Lobit;5295;U55;1915;1920;1932;1932;2;5;0;2;0;5;0;8245;1915;1932;1999;x
de Mas-Latrie;5296;U55;1907;1912;1932;1932;2;4;512;1;0;5;0;7407;1907;1915;1999;x
de Mitry;5297;U55;1914;1917;1932;1932;2;6;0;3;0;5;0;487;1914;1924;1999;x
de Riole de Fonclare;5298;U55;1915;1917;1932;1932;2;6;0;3;0;5;0;488;1915;1932;1999;x
de Villaret;5299;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;489;1914;1917;1999;x
Deletoille;5300;U55;1913;1914;1932;1932;2;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Deligny;5301;U55;1914;1916;1932;1932;2;6;0;3;0;5;0;7408;1914;1932;1999;x
Demange;5302;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;7409;1914;1932;1999;x
Déprez;5303;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;unknownleader;1914;1932;1999;x
Descoings;5304;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;8248;1914;1932;1999;x
Defforges;5305;U55;1897;1897;1932;1932;2;4;4;1;0;5;0;7426;1897;1932;1999;x
Deville;5306;U55;1915;1918;1932;1932;2;5;0;2;0;5;0;490;1915;1928;1999;x
Dumas;5307;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;7410;1914;1932;1999;x
Duport;5308;U55;1915;1916;1932;1932;2;6;0;3;0;5;0;491;1915;1932;1999;x
Durand de Villers;5309;U55;1906;1914;1932;1932;2;4;0;1;0;5;0;unknownleader;1906;1916;1999;x
d'Urbal;5310;U55;1908;1912;1932;1932;2;5;2;2;0;5;0;492;1908;1932;1999;x
Ebener;5311;U55;1913;1914;1932;1932;2;5;0;2;0;5;0;7411;1913;1919;1999;x
Espinasse;5312;U55;1908;1914;1932;1932;2;4;4;1;0;5;0;7412;1908;1932;1999;x
Eydoux;5313;U55;1910;1914;1932;1932;2;5;4;2;0;5;0;493;1910;1918;1999;x
Féraud;5314;U55;1916;1917;1932;1932;2;5;0;2;0;5;0;494;1916;1932;1999;x
Garnier-Duplessis;5315;U55;1916;1918;1932;1932;2;6;0;3;0;5;0;495;1916;1928;1999;x
Grossetti;5316;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;7413;1914;1918;1999;x
Hache;5317;U55;1911;1913;1932;1932;2;5;0;2;0;5;0;7414;1911;1931;1999;x
Hallouin;5318;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;7415;1914;1932;1999;x
Hellot;5319;U55;1916;1918;1932;1932;2;5;0;2;0;5;0;496;1916;1932;1999;x
Hely d'Oissel;5320;U55;1914;1915;1932;1932;2;5;4;2;0;5;0;497;1914;1932;1999;x
Henrys;5321;U55;1916;1917;1932;1932;2;6;0;3;0;5;0;7416;1916;1932;1999;x
Herr;5322;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;7417;1914;1932;1999;x
Heymann;5323;U55;1914;1915;1932;1932;2;6;0;3;0;5;0;unknownleader;1914;1928;1999;x
Jacquot;5324;U55;1915;1916;1932;1932;2;6;0;3;0;5;0;498;1915;1922;1999;x
Janin;5325;U55;1916;1921;1932;1932;2;6;0;3;0;5;0;7418;1916;1932;1999;x
Lacapelle;5326;U55;1916;1917;1932;1932;2;6;0;3;0;5;0;499;1916;1932;1999;x
Lebas;5327;U55;1908;1912;1932;1932;2;5;0;2;0;5;0;7419;1908;1932;1999;x
Leblois;5328;U55;1913;1917;1932;1932;2;5;0;2;0;5;0;7420;1913;1930;1999;x
Lebrun;5329;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;500;1915;1932;1999;x
Leconte;5330;U55;1914;1917;1932;1932;2;5;0;2;0;5;0;501;1914;1932;1999;x
Lefèvre J.C.A.;5331;U55;1909;1914;1932;1932;2;5;0;2;0;5;0;502;1909;1916;1999;x
Legrand;5332;U55;1910;1914;1932;1932;2;4;4;1;0;5;0;503;1910;1924;1999;x
Linder;5333;U55;1916;1917;1932;1932;2;6;0;3;0;5;0;504;1916;1932;1999;x
Marjoulet;5334;U55;1914;1916;1932;1932;2;6;0;3;0;5;0;505;1914;1932;1999;x
Massenet;5335;U55;1916;1918;1932;1932;2;6;0;3;0;5;0;7421;1916;1932;1999;x
Mazillier;5336;U55;1915;1917;1932;1932;2;6;0;3;0;5;0;506;1915;1932;1999;x
Mercier-Milon;5337;U55;1909;1911;1932;1932;2;6;512;3;0;5;0;unknownleader;1909;1915;1999;x
Micheler;5338;U55;1908;1914;1932;1932;2;5;0;2;0;5;0;7422;1908;1916;1999;x
Moinier;5339;U55;1911;1913;1932;1932;2;6;0;3;0;5;0;7423;1911;1919;1999;x
Monroë dit Roë;5340;U55;1916;1919;1932;1932;2;6;0;3;0;5;0;unknownleader;1916;1932;1999;x
Mordacq J.J.H.;5341;U55;1916;1920;1932;1932;2;6;0;3;0;5;0;507;1916;1932;1999;x
Muteau;5342;U55;1911;1917;1932;1932;2;5;0;2;0;5;0;7425;1911;1927;1999;x
Naulin;5343;U55;1916;1918;1932;1932;2;6;0;3;0;5;0;508;1916;1932;1999;x
Niessel;5344;U55;1915;1917;1932;1932;2;5;0;2;0;5;0;509;1915;1932;1999;x
Nollet;5345;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;510;1915;1932;1999;x
Nudant;5346;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;511;1915;1932;1999;x
Passaga;5347;U55;1916;1917;1932;1932;2;6;0;3;0;5;0;512;1916;1932;1999;x
Paulinier;5348;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;513;1914;1927;1999;x
Pelle;5349;U55;1916;1917;1932;1932;2;6;0;3;0;5;0;514;1916;1924;1999;x
Penet;5350;U55;1917;1918;1932;1932;2;6;0;3;0;5;0;515;1917;1932;1999;x
Pentel;5351;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Philippot;5352;U55;1918;1923;1932;1932;2;5;0;2;0;5;0;516;1918;1932;1999;x
Piarron de Mondésir;5353;U55;1914;1915;1932;1932;2;5;2;2;0;5;0;517;1914;1932;1999;x
Poline;5354;U55;1911;1914;1932;1932;2;4;512;1;0;5;0;7424;1911;1915;1999;x
Pont;5355;U55;1916;1917;1932;1932;2;5;0;2;0;5;0;518;1916;1926;1999;x
Pouradier-Duteil;5356;U55;1911;1913;1932;1932;2;4;4;1;0;5;0;519;1911;1932;1999;x
Prax;5357;U55;1915;1918;1932;1932;2;5;0;2;0;5;0;520;1915;1932;1999;x
Robillot;5358;U55;1908;1912;1932;1932;2;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Rozée d'Infreville;5359;U55;1914;1917;1932;1932;2;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Sauret;5360;U55;1908;1914;1932;1932;2;5;512;2;0;5;0;521;1908;1915;1999;x
Sordet;5361;U55;1907;1912;1932;1932;2;6;4;3;0;5;0;522;1907;1923;1999;x
Taufflieb;5362;U55;1915;1916;1932;1932;2;5;0;2;0;5;0;8270;1915;1932;1999;x
Taverna;5363;U55;1911;1913;1932;1932;2;4;512;1;0;5;0;8271;1911;1915;1999;x
Toulorge;5364;U55;1916;1918;1932;1932;2;5;0;2;0;5;0;523;1916;1932;1999;x
Vandenberg;5365;U55;1914;1917;1932;1932;2;6;0;3;0;5;0;524;1914;1932;1999;x
Verraux;5366;U55;1913;1914;1932;1932;2;5;512;2;0;5;0;unknownleader;1913;1915;1999;x
Wirbel;5367;U55;1914;1915;1932;1932;2;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Abaut;5368;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Abonneau;5369;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Allenou;5370;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Andrieu;5371;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Aubier;5372;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Aymerich;5373;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7427;1908;1932;1999;x
Bailloud;5374;U55;1901;1932;1932;1932;3;5;0;2;0;5;0;525;1901;1932;1999;x
Bajolle;5375;U55;1913;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Bapst;5376;U55;1908;1932;1932;1932;3;4;0;1;0;5;0;8233;1908;1932;1999;x
Baquet;5377;U55;1915;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1915;1932;1999;x
Baratier;5378;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7428;1908;1932;1999;x
Bernard;5379;U55;1914;1932;1932;1932;3;6;0;3;0;5;0;8234;1914;1927;1999;x
Besset;5380;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1915;1999;x
Bierren;5381;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Bigot;5382;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7429;1908;1932;1999;x
Bizard;5383;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1932;1999;x
Blanc;5384;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8235;1908;1932;1999;x
Blazer;5385;U55;1914;1932;1932;1932;3;6;0;3;0;5;0;8236;1914;1932;1999;x
Bloch;5386;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Bonnier;5387;U55;1914;1932;1932;1932;3;6;0;3;0;5;0;7430;1914;1932;1999;x
Boucher de Morlaincourt;5388;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8237;1908;1932;1999;x
Bouchez;5389;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8238;1908;1932;1999;x
Boullangé;5390;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Bourgeois;5391;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7431;1908;1932;1999;x
Boyer;5392;U55;1916;1932;1932;1932;3;5;0;2;0;5;0;8239;1916;1932;1999;x
Broulard;5393;U55;1914;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Buisson;5394;U55;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1916;1999;x
Capdepont;5395;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Carbillet;5396;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8240;1908;1932;1999;x
Chailley;5397;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1920;1999;x
Châtelain;5398;U55;1914;1932;1932;1932;3;6;0;3;0;5;0;8242;1914;1916;1999;x
Cherrier;5399;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8241;1908;1932;1999;x
Chevalier;5400;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Clément de Grandprey;5401;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1932;1999;x
Clergerie;5402;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;7436;1915;1932;1999;x
Colle;5403;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Comby;5404;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Compagnon;5405;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Coquet;5406;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;7432;1911;1932;1999;x
Cornille;5407;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Crépen;5408;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Crepey;5409;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8243;1908;1932;1999;x
Danant;5410;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
d'Anselme;5411;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Brun d'Aubignosc;5412;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7433;1908;1932;1999;x
Dauvin;5413;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
de Boissieu;5414;U55;1908;1932;1932;1932;3;6;4;3;0;5;0;unknownleader;1908;1932;1999;x
de Bonneval;5415;U55;1908;1932;1932;1932;3;5;1;2;0;5;0;unknownleader;1908;1932;1999;x
de Buyer;5416;U55;1908;1932;1932;1932;3;5;4;2;0;5;0;unknownleader;1908;1932;1999;x
de Contades;5417;U55;1914;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
de Cornulier-Lucinière;5418;U55;1908;1932;1932;1932;3;5;4;2;0;5;0;7434;1908;1932;1999;x
de Laguiche;5419;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8244;1908;1932;1999;x
de Lartigue;5420;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
de Lastours;5421;U55;1907;1932;1932;1932;3;6;0;3;0;5;0;7435;1907;1916;1999;x
de l'Espée;5422;U55;1914;1932;1932;1932;3;6;4;3;0;5;0;7437;1914;1932;1999;x
de Pélacot;5423;U55;1897;1914;1932;1932;3;5;0;2;0;5;0;8246;1914;1932;1999;x
de Salins;5424;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7438;1908;1932;1999;x
Delarue;5425;U55;1916;1932;1932;1932;3;5;0;2;0;5;0;8247;1916;1932;1999;x
Delétoille;5426;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Desaleux;5427;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Dessort;5428;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Dillemann;5429;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Dumézil;5430;U55;1916;1932;1932;1932;3;6;0;3;0;5;0;8249;1916;1932;1999;x
Eon;5431;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8250;1908;1932;1999;x
Falque;5432;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Famin;5433;U55;1905;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1905;1917;1999;x
Faurie;5434;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7439;1908;1932;1999;x
Ferry;5435;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
U55niatte;5436;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7440;1908;1932;1999;x
Gallet;5437;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;8251;1911;1925;1999;x
Galopin;5438;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7441;1908;1932;1999;x
Gaudin;5439;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1918;1999;x
Geil;5440;U55;1907;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1907;1912;1999;x
Génin;5441;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;526;1908;1932;1999;x
Gillain;5442;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Goigoux;5443;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Gossot;5444;U55;1913;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Goullet;5445;U55;1897;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1897;1932;1999;x
Gramat;5446;U55;1897;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1897;1932;1999;x
Guignabaudet;5447;U55;1897;1932;1932;1932;3;6;0;3;0;5;0;7442;1897;1932;1999;x
Guillaumin;5448;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Hennocque;5449;U55;1916;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1916;1932;1999;x
Holender;5450;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1918;1999;x
Hugeut;5451;U55;1897;1932;1932;1932;3;4;0;1;0;5;0;unknownleader;1897;1932;1999;x
Jullien;5452;U55;1917;1932;1932;1932;3;6;0;3;0;5;0;8252;1917;1932;1999;x
Kaufmant;5453;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Laboria;5454;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8253;1908;1932;1999;x
Lancrenon;5455;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7443;1908;1932;1999;x
Lanquetot;5456;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Laperrine;5457;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7756;1908;1932;1999;x
Lasserre;5458;U55;1915;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1915;1932;1999;x
Leblond;5459;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8254;1908;1932;1999;x
Lebocq;5460;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7716;1908;1932;1999;x
Lecomte;5461;U55;1911;1932;1932;1932;3;4;512;1;0;5;0;unknownleader;1911;1915;1999;x
Lefèvre J.M.E.G.;5462;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7717;1908;1932;1999;x
Leguay;5463;U55;1911;1932;1932;1932;3;5;0;2;0;5;0;527;1911;1924;1999;x
Lejaille;5464;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8255;1908;1932;1999;x
Lescot;5465;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Levillain;5466;U55;1914;1932;1932;1932;3;5;4;2;0;5;0;unknownleader;1914;1922;1999;x
Lucas;5467;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Malcor A.L.;5468;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8256;1908;1932;1999;x
Malcor L.L.A.;5469;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Marabail;5470;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8257;1908;1932;1999;x
Marchand J.P.;5471;U55;1915;1932;1932;1932;3;6;1;3;0;5;0;528;1915;1932;1999;x
Marette de Lagarenne;5472;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Maroix;5473;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Martin de Bouillon;5474;U55;1909;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1909;1932;1999;x
Masnou;5475;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;8258;1908;1932;1999;x
Mauger;5476;U55;1908;1932;1932;1932;3;5;2;2;0;5;0;8259;1908;1932;1999;x
Maxime;5477;U55;1908;1932;1932;1932;3;4;0;1;0;5;0;unknownleader;1908;1932;1999;x
Mengin;5478;U55;1914;1932;1932;1932;3;5;0;2;0;5;0;8260;1914;1932;1999;x
Menvielle;5479;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7718;1908;1932;1999;x
Mittelhauser;5480;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;529;1908;1932;1999;x
Mojon;5481;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Mollard;5482;U55;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1932;1999;x
Mordacq L.L.;5483;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7719;1908;1932;1999;x
Mordrelle;5484;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;8261;1915;1932;1999;x
Nicolas;5485;U55;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1932;1999;x
Nicole;5486;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Ordry;5487;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Ozil;5488;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;7720;1908;1932;1999;x
Pambet;5489;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8263;1908;1932;1999;x
Paquette;5490;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Pauffin de Saint-Morel;5491;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;7721;1915;1927;1999;x
Peillard;5492;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8264;1908;1932;1999;x
Perreaux;5493;U55;1909;1932;1932;1932;3;5;512;2;0;5;0;unknownleader;1909;1915;1999;x
Perruchon;5494;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8265;1908;1932;1999;x
Piépape;5495;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7722;1908;1932;1999;x
Pillot;5496;U55;1914;1932;1932;1932;3;5;0;2;0;5;0;8266;1914;1924;1999;x
Pineau;5497;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Pollacchi;5498;U55;1918;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1918;1932;1999;x
Puypéroux;5499;U55;1916;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1916;1928;1999;x
Quinquandon;5500;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Rabier;5501;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;8267;1908;1932;1999;x
Radiguet;5502;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Regnault;5503;U55;1913;1932;1932;1932;3;5;0;2;0;5;0;7723;1913;1932;1999;x
Rémy;5504;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Renaud;5505;U55;1908;1932;1932;1932;3;5;2;2;0;5;0;7725;1908;1932;1999;x
Réquichot;5506;U55;1914;1932;1932;1932;3;5;0;2;0;5;0;7726;1914;1932;1999;x
Rouqueroi;5507;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Rourrisson;5508;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Rouvier;5509;U55;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1922;1999;x
Roy;5510;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Savatier;5511;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;7727;1908;1932;1999;x
Silhol;5512;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Sorbets;5513;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Souchier;5514;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Sucillon;5515;U55;1914;1932;1932;1932;3;5;256;2;0;5;0;8268;1914;1932;1999;x
Tatin;5516;U55;1908;1932;1932;1932;3;6;0;3;0;5;0;8269;1908;1932;1999;x
Tétart;5517;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Thévenet;5518;U55;1910;1932;1932;1932;3;5;2;2;0;5;0;8272;1910;1918;1999;x
Toutée;5519;U55;1908;1932;1932;1932;3;5;512;2;0;5;0;unknownleader;1908;1915;1999;x
Trouchaud;5520;U55;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Varin;5521;U55;1908;1932;1932;1932;3;6;4;3;0;5;0;7728;1908;1932;1999;x
